day,hour,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13,scenario_14,scenario_15,scenario_16,scenario_17,scenario_18,scenario_19,scenario_20,scenario_21,scenario_22,scenario_23,scenario_24,scenario_25,scenario_26,scenario_27,scenario_28,scenario_29,scenario_30,scenario_31,scenario_32,scenario_33,scenario_34,scenario_35,scenario_36,scenario_37,scenario_38,scenario_39,scenario_40,scenario_41,scenario_42,scenario_43,scenario_44,scenario_45,scenario_46,scenario_47,scenario_48,scenario_49,scenario_50,scenario_51,scenario_52,scenario_53,scenario_54,scenario_55,scenario_56,scenario_57,scenario_58,scenario_59,scenario_60,scenario_61,scenario_62,scenario_63,scenario_64,scenario_65,scenario_66,scenario_67,scenario_68,scenario_69,scenario_70,scenario_71,scenario_72,scenario_73,scenario_74,scenario_75,scenario_76,scenario_77,scenario_78,scenario_79,scenario_80,scenario_81,scenario_82,scenario_83,scenario_84,scenario_85,scenario_86,scenario_87,scenario_88,scenario_89,scenario_90,scenario_91,scenario_92,scenario_93,scenario_94,scenario_95,scenario_96,scenario_97,scenario_98,scenario_99,scenario_100
1,1,1459.440673,1421.232807,1562.740202,1427.562397,1656.220761,1515.953686,1584.483234,1585.045301,1452.18781,1777.150629,1592.351043,1584.936721,1579.935244,1480.865367,1596.649011,1581.765236,1520.812696,1547.301859,1576.748225,1571.515176,1667.918216,1537.32214,1422.758826,1620.105859,1538.945553,1498.980045,1395.822684,1548.746158,1581.428531,1536.764068,1551.915931,1595.538343,1417.51404,1468.26445,1545.058552,1522.511026,1626.844504,1705.668822,1591.520497,1528.450756,1439.10179,1516.222815,1674.434003,1597.446613,1613.259932,1555.928193,1679.490874,1486.689151,1543.274619,1537.403441,1509.649638,1649.890967,1479.251887,1501.572982,1562.037138,1551.940117,1645.697794,1590.693501,1532.130445,1519.021453,1565.911395,1606.549989,1614.599809,1525.04756,1504.133221,1450.830489,1559.923237,1550.651294,1578.078271,1547.514719,1520.711339,1524.679248,1565.108252,1633.577695,1522.750234,1448.799587,1563.710567,1517.478748,1665.465424,1502.593947,1506.689975,1586.576987,1610.445391,1672.8073,1658.867626,1460.476522,1541.021908,1688.269689,1621.851972,1568.164503,1578.668648,1561.717723,1433.754087,1514.754165,1609.034421,1571.930599,1676.533976,1535.256135,1676.911674,1616.390683
1,2,1599.194021,1332.278022,1429.959105,1473.208754,1621.038695,1498.923969,1499.873071,1451.817208,1445.624074,1414.812323,1539.481139,1434.129382,1496.851569,1567.670633,1534.532194,1515.950821,1474.356103,1524.900156,1411.497265,1503.757456,1442.322967,1446.179976,1327.011487,1497.179547,1478.833911,1538.603114,1479.214928,1542.000072,1370.778667,1499.479194,1467.013545,1333.232286,1496.183278,1584.214315,1496.133752,1405.343066,1363.856573,1481.251606,1533.499014,1539.317657,1423.744561,1578.534927,1354.309066,1552.183437,1573.448529,1534.273165,1430.915643,1561.496944,1340.554586,1332.791842,1500.509617,1532.272919,1396.567466,1513.302887,1426.654373,1393.024013,1441.619909,1501.978391,1500.333482,1549.975784,1538.041266,1475.756613,1506.914031,1563.437757,1477.038752,1394.264704,1441.757272,1467.099718,1432.769996,1606.37554,1441.283276,1482.382223,1501.34365,1584.65517,1469.686501,1478.422784,1404.728589,1513.867419,1540.43878,1435.838463,1448.099261,1473.072694,1549.854183,1419.048344,1529.851676,1471.971434,1448.242663,1376.825239,1504.399821,1430.237432,1345.421769,1394.926724,1508.433555,1451.519233,1583.244942,1480.640804,1451.394989,1489.097566,1519.2883,1402.009221
1,3,1559.725841,1509.63245,1547.169661,1504.274778,1527.460328,1564.572585,1530.713746,1299.209179,1576.766488,1513.479147,1404.481158,1442.885901,1563.027373,1620.435669,1440.749612,1535.264757,1525.695307,1513.942397,1358.545153,1459.928344,1394.891963,1511.057806,1438.094279,1469.677956,1521.574919,1391.458977,1604.772304,1581.520079,1453.214894,1480.371831,1397.90697,1369.10754,1422.962772,1601.917965,1260.289028,1406.665702,1423.900904,1442.582404,1332.875832,1357.003822,1557.192079,1440.115361,1490.381943,1561.414542,1436.673893,1454.177559,1514.747335,1471.094145,1349.446899,1467.861085,1421.281488,1356.499788,1400.315298,1384.776134,1277.429948,1453.418886,1386.003876,1638.084249,1455.209211,1395.936262,1491.044364,1503.616046,1352.267942,1452.408905,1441.435034,1461.493159,1404.414944,1378.179962,1423.426035,1567.818722,1418.637967,1383.04326,1487.599488,1498.56258,1402.437133,1530.131602,1516.601544,1394.266529,1539.924904,1365.092439,1425.760189,1412.654986,1457.369186,1419.532634,1496.0448,1457.740139,1459.044441,1385.808727,1473.157126,1540.144765,1546.760426,1385.208728,1492.64604,1533.90849,1380.953992,1491.993831,1445.913425,1627.113138,1498.668269,1534.497241
1,4,1460.810091,1479.768899,1474.542278,1480.092377,1457.926147,1528.177373,1553.79211,1434.796478,1424.194434,1587.806894,1503.234514,1477.635256,1391.734423,1527.014528,1523.331919,1470.154801,1590.768129,1497.926095,1333.760448,1462.539718,1391.562706,1502.276509,1448.404401,1513.815029,1448.211182,1508.893441,1509.667161,1530.225159,1516.294137,1537.605208,1606.266886,1537.922865,1370.760926,1618.383534,1483.481049,1516.459695,1504.114422,1502.453118,1457.654064,1466.452776,1432.679761,1456.772524,1469.746556,1624.229812,1436.389455,1431.508067,1472.53237,1395.15323,1489.06315,1451.212403,1539.726332,1506.210007,1427.717379,1573.769144,1500.669397,1487.63368,1506.185769,1570.009971,1567.592374,1597.249377,1378.212775,1539.326242,1401.016073,1473.923305,1600.857408,1455.68896,1588.76051,1621.600986,1603.308406,1502.880793,1564.629552,1601.001482,1627.404694,1560.309299,1449.037613,1466.914723,1400.180213,1618.11872,1393.664573,1564.966975,1577.352022,1475.847961,1550.787882,1483.332574,1424.595118,1455.206401,1512.968679,1531.406304,1561.016816,1578.553623,1545.258251,1484.213103,1605.698226,1488.589288,1386.303329,1478.047569,1379.977034,1517.76372,1417.925952,1544.703095
1,5,1588.626382,1646.987996,1772.724781,1572.572079,1613.491762,1610.321184,1629.573484,1688.685413,1509.078432,1735.446591,1748.754119,1638.376755,1612.171366,1661.667613,1746.899768,1699.278171,1559.692542,1652.821429,1575.800067,1696.957981,1609.545152,1632.408156,1538.649186,1627.306539,1674.394783,1545.262065,1482.652866,1714.120501,1607.185609,1571.668402,1730.846414,1669.16056,1525.570361,1557.935659,1705.817697,1742.918747,1716.542308,1654.311435,1596.987811,1737.66374,1478.478234,1706.106825,1597.953588,1776.276498,1541.285065,1788.03347,1703.216149,1521.79065,1507.777213,1623.750688,1691.298523,1626.801124,1663.393011,1502.829249,1512.609272,1620.508773,1664.356949,1591.633062,1632.103083,1573.255381,1597.342222,1595.805542,1631.081843,1744.516731,1600.326593,1658.44612,1645.773399,1685.841933,1507.888513,1640.94561,1573.42221,1632.717803,1611.002104,1654.700737,1727.734208,1702.469693,1757.824185,1695.933609,1665.204382,1743.812361,1646.974576,1488.49244,1741.608792,1657.630022,1539.039979,1679.709728,1672.315753,1700.251104,1554.587268,1555.578956,1598.049976,1697.050973,1723.552365,1641.051042,1705.37956,1662.231512,1600.10875,1516.714116,1664.429496,1721.792938
1,6,1773.413729,1710.523882,2074.256573,1991.537338,1680.541235,1721.976703,2033.41909,1996.93131,1858.031253,1901.148142,1906.705955,1891.675814,1848.433859,1865.996796,1938.230786,1849.1734,1844.796498,1890.719619,1740.601586,1862.494404,1770.621982,1988.115883,1929.985461,1772.50491,1708.905677,1787.852938,1859.384833,1818.313817,1860.112771,1832.269807,1877.03129,1796.202534,1963.782722,1760.239437,1918.015474,1719.016597,1778.254583,1839.118314,1866.634135,2018.863715,1708.007471,1702.026503,1670.98554,1875.593864,1985.055859,1981.256612,1741.38255,1527.699256,1885.259147,1858.363252,1820.052534,1956.474353,1842.409505,1884.073661,1638.508046,1738.161989,1761.681571,1718.101782,1911.94229,1896.948937,1935.258321,1798.972805,1931.025086,1892.900087,1759.750708,1861.083979,1918.577288,1876.571079,1749.00037,1828.215616,1926.30878,1842.026546,1707.805566,1837.209696,1918.432277,1899.327758,1840.211401,1855.591845,1763.273524,1892.852554,1834.831103,1887.691228,1967.291136,1856.911902,1859.544213,1897.765101,1790.699882,1707.315703,1893.80077,1934.518385,1689.527759,1798.870786,1805.452837,1797.935622,1994.815953,1627.7707,1850.97673,1851.21004,1909.466312,1890.892226
1,7,2019.528614,2056.74209,2172.90338,2033.76588,2082.775202,2040.81555,2084.379372,2077.333897,1983.149672,2083.639326,2030.317617,1874.437307,2162.615432,2006.172288,2150.979522,1889.750253,2044.786671,1965.634216,2005.547936,2095.774674,2150.408241,2090.463378,1995.538723,2075.351278,2168.695207,2119.871356,1867.974988,2021.641089,1977.822178,2086.459998,2029.480943,1993.000814,2126.786045,1922.147211,1975.469746,1859.490114,2057.394398,2141.790702,1894.349331,1991.458687,2073.081817,1870.529789,2121.413942,2081.05331,2023.7436,2087.286819,2120.94904,1909.975923,2101.367481,2090.686793,2032.346611,2084.969223,1977.083918,1999.133577,2089.183676,2176.537386,2098.599253,2068.305347,2116.277129,2172.42382,2031.24652,1794.847231,2412.131049,2050.407718,2207.977305,2110.248397,1934.905891,2034.200455,1990.44793,1937.885239,2017.432493,2018.129245,2071.916562,1975.906665,1895.066231,2016.488392,2075.298679,2197.896706,2005.280004,2028.451641,1968.257178,1938.083206,2024.983019,1962.763617,2067.123523,1891.594544,2038.399855,2123.14994,1977.968171,2114.709655,2067.203295,2064.921417,1847.122896,1938.899404,1874.095922,1982.184682,2025.040988,2036.254563,1884.264975,2082.750865
1,8,2080.473403,2195.667374,2283.712752,2030.335816,1975.921726,2119.404713,2200.63442,1994.479737,2049.716303,2206.480349,2038.677615,2219.837107,2258.382543,2243.058297,2143.112601,2293.79542,1950.962941,2153.477664,2191.199622,2022.640931,2073.500803,2118.184717,2000.863086,2098.607674,2435.167355,2094.957332,1995.119099,2155.616924,2020.347883,2134.523555,1960.926985,2017.304027,2189.818915,2050.256148,2241.709959,2049.744154,2082.674585,2094.995811,2073.928127,2127.830539,2104.978748,2057.003475,2137.124192,2166.727817,2037.913277,1858.172373,2144.236388,2129.437838,2186.212571,2151.954183,2040.44088,2027.762678,2112.994216,2045.244072,2229.020278,2208.86205,2187.666168,2197.282332,2114.270994,2210.201767,1996.769203,2173.534587,2247.942253,2001.171515,1929.477744,2180.611511,2196.068165,2286.2694,1979.952633,2200.990558,2095.06152,2211.92996,2134.38501,1869.915317,2082.912855,1957.533276,2139.195367,2213.378933,1948.699119,2010.018785,2047.102982,2169.217435,2266.251579,2167.926048,2129.052825,2156.222511,2150.285937,2097.020071,2203.41222,2092.698796,1963.07639,2044.606356,2142.353325,2202.811517,2079.199292,2098.988951,2116.606446,2071.797257,2280.362738,2181.016295
1,9,2293.498935,2159.306213,2287.8947,2192.49181,2147.07507,2179.603736,2337.684387,2137.816086,2222.214228,2090.102038,2297.658866,2314.566435,2384.129049,2280.347085,2278.7229,2127.650847,2104.082091,2198.811581,2159.284448,2054.634008,2206.486769,2237.287731,2238.95455,2158.698484,2257.483261,2071.138635,2027.149953,2128.999204,1944.336717,2261.949072,2199.473971,2117.284166,2261.665494,2250.256125,2188.367278,2321.418534,2125.704947,2187.163816,2175.746734,2162.552328,2123.761191,2025.094443,2390.320587,2182.123023,2263.098657,2241.030828,2140.367458,2242.254936,2147.195216,2292.913286,2322.631351,2182.702222,2160.166747,2220.600331,2192.739666,2277.17413,2117.788851,2062.240918,2254.963969,2227.272021,2305.660893,2208.696865,2413.553817,2410.962696,2140.950733,2156.18245,2244.563978,2255.493457,1997.166234,2315.70965,2307.964648,2267.759669,2138.849767,2222.861996,2102.426805,2067.915088,2316.213718,2109.675697,2094.202512,2288.260305,2232.211562,2236.953604,2464.179526,2157.671174,2092.932534,2272.22303,2154.92783,2178.271495,2255.010515,2175.554494,2108.944901,2119.3731,2073.895851,2383.571506,2244.517389,2060.212786,2205.938812,2120.165803,2138.764805,2216.371821
1,10,2336.417694,2296.523946,2349.569114,2416.846313,2282.568731,2211.605809,2330.166658,2106.180287,2282.437673,2166.302726,2352.26444,2318.877168,2462.561552,2427.382418,2309.025867,2313.034524,2275.355897,2501.789526,2321.950834,2190.871064,2282.248943,2227.313138,2326.143077,2364.000932,2361.27639,2338.517395,2455.5761,2207.067295,2189.134699,2164.78982,2296.116635,2202.256235,2061.417007,2265.635985,2258.588153,2290.403309,2180.320731,2406.346128,2452.199138,2407.417081,2280.510204,2366.06965,2317.408931,2355.246989,2334.781525,2136.457558,2317.679442,2165.116242,2325.687139,2348.505522,2311.078217,2338.589824,2225.445454,2141.522299,2408.831006,2421.712898,2171.848741,2284.48342,2340.43669,2327.185676,2347.35482,2205.452755,2257.275783,2197.362972,2413.139272,2301.555399,2197.059821,2256.305626,2541.265421,2461.027315,2333.448503,2342.006449,2387.20353,2366.108394,2133.405309,2288.369342,2239.973642,2211.878058,2303.543908,2272.626592,2171.644889,2107.771814,2547.389591,2317.050907,2215.823231,2271.185153,2200.745602,2309.890663,2245.352815,2231.503043,2466.684703,1996.06448,2142.911673,2316.627365,2349.492712,2326.324875,2490.321233,2029.243949,2426.993592,2028.276494
