day,hour,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24,demand_25,demand_26,demand_27,demand_28,demand_29,demand_30,demand_31,demand_32,demand_33,demand_34,demand_35,demand_36,demand_37,demand_38,demand_39,demand_40,demand_41,demand_42,demand_43,demand_44,demand_45,demand_46,demand_47,demand_48,demand_49,demand_50,demand_51,demand_52,demand_53,demand_54,demand_55,demand_56,demand_57,demand_58,demand_59,demand_60,demand_61,demand_62,demand_63,demand_64,demand_65,demand_66,demand_67,demand_68,demand_69,demand_70,demand_71,demand_72,demand_73,demand_74,demand_75,demand_76,demand_77,demand_78,demand_79,demand_80,demand_81,demand_82,demand_83,demand_84,demand_85,demand_86,demand_87,demand_88,demand_89,demand_90,demand_91,demand_92,demand_93,demand_94,demand_95,demand_96,demand_97,demand_98,demand_99,demand_100
1,1,1464.220221,1678.750255,1628.449209,1528.744198,1471.415526,1590.695617,1529.172861,1656.345741,1612.704629,1582.734978,1474.514336,1562.554503,1558.778609,1673.892763,1549.011767,1532.605899,1566.218711,1578.287921,1681.583242,1482.535214,1612.816143,1584.594185,1613.18276,1429.478053,1484.107123,1627.734337,1552.412247,1648.240775,1633.872522,1534.672722,1463.670649,1648.915534,1487.82647,1412.934033,1489.02899,1548.478138,1512.994121,1572.366566,1591.120337,1587.867463,1720.188011,1586.509283,1559.600702,1456.298192,1498.685796,1583.034759,1610.742623,1628.937999,1515.422873,1575.593348,1509.067427,1586.908438,1661.087672,1500.190647,1439.267566,1548.837604,1508.876671,1419.854015,1530.001219,1648.168209,1617.790489,1469.680182,1680.372143,1675.844456,1532.701089,1579.423759,1459.023784,1566.728277,1534.243509,1566.982236,1583.778568,1597.907192,1568.687257,1598.208969,1665.529422,1505.36703,1526.855268,1578.552548,1513.414921,1615.233103,1571.409881,1503.040862,1578.268915,1593.039552,1383.283072,1497.51642,1725.634958,1504.479992,1621.19703,1674.682279,1540.613695,1387.288336,1584.277611,1683.652905,1609.251561,1569.962789,1524.121048,1614.35002,1686.711724,1629.232272
1,2,1462.858269,1520.700079,1578.527969,1387.00523,1407.283971,1437.392546,1484.005445,1444.200648,1530.899472,1514.786518,1369.174495,1422.929349,1544.230268,1525.228608,1396.167447,1409.079731,1503.110657,1483.626874,1592.886636,1340.824626,1534.820434,1522.303975,1619.322436,1410.298653,1482.7927,1494.381709,1445.493335,1614.613334,1541.653427,1414.452305,1443.817293,1592.740167,1470.445732,1454.033901,1527.376457,1434.913183,1432.327312,1528.346001,1572.661111,1571.465014,1568.390867,1394.098411,1463.863361,1297.473866,1466.60383,1444.368195,1473.354597,1510.360996,1394.083089,1397.874671,1390.765246,1516.17734,1589.683472,1417.18086,1307.768827,1476.314694,1450.143242,1392.546854,1468.633059,1561.488826,1551.332926,1376.140472,1517.309148,1558.116914,1474.463309,1387.003028,1403.852882,1562.490441,1442.372093,1480.965123,1442.693689,1445.510861,1520.723678,1617.694624,1574.410134,1467.103453,1391.325642,1543.968856,1400.988799,1567.326264,1419.548869,1427.362975,1412.859864,1514.294817,1378.493783,1485.311508,1609.036446,1370.917075,1486.803601,1648.615692,1444.143146,1412.46728,1479.988268,1531.809662,1508.390555,1510.443133,1488.363269,1478.354366,1555.383633,1551.405528
1,3,1523.659951,1516.691567,1567.44376,1402.213571,1306.799792,1420.177101,1470.226668,1413.698976,1529.520491,1375.745443,1475.716738,1385.658416,1440.016256,1567.457713,1432.259184,1423.893943,1484.934194,1510.015703,1496.320556,1354.774945,1516.03355,1589.558697,1480.233622,1451.666341,1501.714704,1486.047315,1447.480057,1552.84711,1471.902257,1463.324267,1420.442191,1628.270912,1427.517301,1409.752168,1472.625262,1337.398201,1458.049752,1543.513673,1607.151086,1520.550178,1469.556359,1325.820399,1412.192203,1324.741514,1510.844415,1427.291102,1384.508561,1443.176326,1500.679924,1475.127416,1314.78273,1492.608848,1645.019063,1466.328383,1319.701833,1473.678592,1410.812473,1412.971324,1452.832968,1568.614214,1625.570164,1394.55886,1461.629091,1527.320735,1449.27435,1400.77749,1400.101816,1530.810328,1333.272197,1455.936027,1414.688571,1488.43152,1448.263229,1585.754219,1536.091385,1437.000439,1379.330564,1448.394344,1442.301244,1525.414853,1425.276003,1393.589916,1410.649812,1488.157009,1332.355627,1454.920909,1684.612906,1469.12111,1506.569397,1662.140214,1394.695883,1424.651512,1450.923086,1453.609731,1617.099192,1446.838471,1426.479308,1437.36234,1536.030694,1511.880094
1,4,1616.62134,1503.098031,1595.137335,1532.713286,1411.867492,1451.113094,1587.721508,1422.430679,1579.282922,1371.172882,1534.473365,1442.550009,1424.128894,1589.841032,1479.471696,1385.32267,1608.435781,1632.636955,1510.952852,1326.327438,1578.258852,1691.378557,1570.404413,1464.751509,1546.976678,1539.711906,1477.573073,1536.12221,1484.132574,1484.499105,1348.804946,1524.368191,1520.924284,1501.237835,1447.427719,1457.312013,1421.057856,1483.364193,1559.187603,1485.570728,1539.78614,1406.32935,1437.683305,1447.228865,1473.023857,1526.603166,1461.586402,1568.983012,1462.479226,1432.465736,1355.993835,1511.784229,1602.773564,1570.418486,1346.312635,1503.803763,1435.027004,1409.823159,1392.352947,1494.820975,1553.197861,1417.405068,1451.047841,1544.879045,1485.945225,1415.68771,1517.026036,1403.117009,1443.875833,1442.668227,1354.749239,1545.391455,1545.300871,1677.954339,1532.420978,1495.51302,1437.718185,1593.98631,1552.668796,1523.048076,1475.090857,1438.815747,1475.738227,1526.871936,1405.983579,1461.533915,1739.229411,1441.705911,1522.100271,1660.553442,1450.171081,1489.507783,1581.963984,1493.830713,1597.767859,1503.932247,1491.902415,1504.853193,1524.237048,1489.496399
1,5,1701.182188,1534.469686,1704.091776,1715.754795,1592.959871,1599.257312,1669.697089,1663.550756,1680.503508,1515.402101,1703.485796,1673.206326,1616.570585,1700.376581,1582.62671,1598.177319,1753.759072,1827.26284,1718.434342,1467.931843,1703.750699,1769.59174,1688.857591,1661.375794,1728.363081,1756.545463,1582.434992,1673.287548,1580.776674,1762.777701,1526.937594,1626.070686,1798.821691,1699.377868,1516.241567,1578.425806,1589.363016,1494.947563,1771.994747,1568.451464,1689.19973,1542.447254,1663.684925,1630.20691,1599.567595,1604.447382,1541.823271,1748.040853,1671.549924,1552.745105,1505.724991,1719.288009,1539.422042,1772.804456,1601.172032,1687.047538,1590.861079,1561.230398,1511.433961,1564.71953,1635.033199,1548.910096,1473.51654,1700.447132,1676.067617,1676.492927,1679.373768,1582.616015,1704.731222,1571.767738,1541.620593,1615.164872,1670.268863,1764.755492,1569.440542,1656.0385,1550.442695,1811.750217,1604.627853,1719.936421,1602.976497,1659.349263,1587.384965,1655.475941,1561.036621,1555.823611,1815.404017,1705.607141,1611.827,1667.697017,1524.0629,1521.636379,1727.646599,1729.506349,1736.67583,1712.252415,1798.07706,1672.052818,1574.659725,1511.560212
1,6,1988.662288,1776.028009,1796.942116,1987.311011,1870.98524,1832.960008,1977.890615,1815.224166,1813.694644,1806.019377,1837.59261,1765.341304,1801.397516,1875.225803,1778.290205,1714.128619,1965.917055,1897.355873,2019.915352,1869.525272,1955.725976,1927.786177,1899.36479,1776.695803,1962.588138,1986.248174,1735.362062,1851.052578,1818.089476,2014.374148,1621.993841,1866.347648,2010.329233,1807.478116,1727.32824,1784.655621,1868.115089,1781.195491,1932.839664,1809.313746,1897.340718,1703.104259,1824.552801,1844.416329,1766.25006,1773.250415,1691.165514,1854.450146,1876.177282,1795.831724,1784.59503,1973.151754,1728.887048,1992.740381,1821.022224,1840.982952,1658.889749,1924.4334,1808.646388,1798.62254,1775.317332,1904.665327,1770.246164,1865.0773,1811.978558,1956.629811,1836.168845,1917.905184,1935.710019,1749.115516,1772.112817,1818.966446,1928.778031,1952.618722,1775.029208,1873.255922,1798.858776,1967.56684,1875.037294,1793.582088,1695.384939,2094.216839,1906.576476,1929.969744,1680.958186,1867.323563,2053.754661,1902.050742,1861.259342,1902.897214,1758.20822,1792.623632,2019.021185,1887.561026,1893.321388,2075.646495,1915.876866,1869.478971,1800.058957,1760.016589
1,7,2087.160518,1919.1841,2001.838919,2078.869357,2066.887488,2085.777246,2154.633173,2036.957055,2094.139228,2109.789328,1975.191235,2161.207687,2047.444506,2031.723726,1927.577831,1874.637288,2144.952016,2048.72426,2057.57678,1956.189843,2141.969767,2049.543011,2083.551806,1834.484654,2207.496683,2242.284579,2005.848907,2017.747839,1966.4267,2076.528669,1962.755142,2081.147361,2124.832445,2027.430246,2045.282598,2047.529687,2160.402056,2038.665834,2091.85023,2035.520451,2000.584504,1796.953504,1976.71654,1994.939714,2087.507412,1995.390904,1874.497057,1958.389301,2017.167735,1963.270921,1927.82632,2130.993549,2015.239438,2073.510056,2059.09031,2164.884167,1889.297263,2168.111966,1963.225666,2025.355116,2018.753902,2074.624848,2012.456427,2023.594553,2008.404547,2243.475891,2017.280876,2008.317364,2066.804779,1937.810118,2018.168866,2153.768699,2081.685858,2088.370266,1954.518665,2087.378984,2023.942121,2207.563034,2108.851549,2051.33822,1982.867785,2138.849775,2059.274177,2061.579582,1962.804274,2102.580491,2160.230587,2160.546032,2028.109264,2194.939536,1962.126682,2008.213962,2282.914853,1983.305089,2075.162915,2197.315852,2031.138407,1989.758733,2010.786169,1924.385925
1,8,2033.98979,1942.154904,2100.690986,2156.284709,2095.793199,2135.93586,2186.5525,2042.514769,2177.117335,2093.658535,2035.881848,2224.438114,2215.921686,2096.527665,2055.693638,2054.543405,2084.527941,2124.828293,2130.930414,2100.629548,2302.729911,2008.582264,2146.625875,2019.624952,2188.298259,2186.026078,2052.701391,1961.807237,2086.947679,2079.742701,2020.919714,2006.644674,2335.638407,2098.690002,2197.421056,2008.972586,2228.45067,2097.461261,2161.940192,2094.066785,2135.951649,1955.126166,2032.348309,2090.539057,2116.787796,2161.17205,2046.302314,2019.998339,2100.783785,2070.694702,2069.444083,2180.465292,2108.478264,2204.026133,2140.488154,2235.966274,1988.624577,2062.759264,2083.09663,2069.637175,2139.133419,2109.322269,2051.058605,2101.782548,2112.964591,2331.839836,2083.844089,2092.090945,2256.251301,2020.845669,2069.966717,2130.312429,2119.901597,2058.866905,1998.97758,2118.080772,2077.640686,2465.88704,2300.417189,2062.561719,1999.359561,2236.030734,2212.418645,2160.165909,2172.55087,2097.879619,2261.883991,2081.535678,2119.983403,2046.291286,2107.83869,2094.627965,2292.65263,2170.531407,2249.315549,2280.14067,2151.876016,2179.610398,2129.157114,1919.58398
1,9,2182.046695,2126.523632,2126.57223,2227.567685,2185.24342,2229.252368,2352.270476,2128.163129,2148.328585,2194.186577,2048.983765,2251.987947,2296.210836,2134.993841,2175.815883,2142.375503,2341.094189,2161.986991,2289.292634,2187.816641,2459.952596,2235.403898,2190.117394,2236.6663,2375.575948,2293.954023,2278.788913,2170.632875,2201.384261,2251.390393,2003.935406,2205.28383,2262.692614,2217.385639,2346.621575,2198.557781,2281.899005,1987.208665,2305.787034,2187.653407,2282.362681,2064.719508,2131.997188,2277.857814,2297.625815,2203.412876,2172.540558,2184.308403,2273.205738,2179.947741,2164.23817,2319.553173,2236.12867,2273.631125,2226.902004,2351.163551,2071.380316,2191.593622,2131.580334,2249.196744,2311.15726,2241.735823,2209.116055,2246.955059,2200.100806,2366.083808,2242.804116,1994.113045,2288.686172,2088.895376,2156.988065,2096.208793,2130.004743,2141.716938,2130.554885,2000.414438,2149.545984,2228.392763,2264.603255,2218.651187,2124.037781,2231.564458,2210.597361,2276.366604,2360.149281,2175.535775,2291.88418,2230.265297,2152.804392,2283.063111,2141.728525,2208.194111,2220.487149,2139.838639,2249.05733,2387.630461,2077.949038,2279.339088,2364.784196,2200.217239
1,10,2316.178493,2268.148738,2379.186006,2327.699279,2429.212579,2308.141682,2534.495199,2148.771345,2265.421091,2299.106666,2188.795166,2382.004031,2274.464774,2233.49214,2285.920933,2093.688134,2351.72636,2269.124612,2370.672303,2105.296231,2377.395946,2166.702006,2289.353477,2211.030229,2200.662949,2360.245578,2470.780142,2264.442514,2163.651937,2362.740164,2175.610888,2297.401956,2322.65579,2298.627991,2386.708157,2353.603216,2328.568949,2042.513571,2365.263503,2190.550391,2334.066605,2250.706559,2414.546038,2345.686549,2375.519395,2290.686622,2326.775422,2335.954008,2354.667804,2208.993921,2329.09356,2300.996664,2280.876215,2324.394772,2273.948833,2455.981558,2179.65168,2477.284749,2193.427256,2285.445564,2284.467904,2355.112636,2283.557352,2349.246536,2137.408569,2419.706988,2231.861245,2193.550407,2354.817978,2369.317802,2233.984381,2077.654994,2175.694146,2130.302382,2131.277555,2257.70723,2253.618805,2253.990744,2442.144258,2163.362966,2194.92571,2205.705067,2321.992319,2415.054103,2266.669806,2323.821229,2360.715781,2476.921916,2246.329801,2309.101572,2113.330888,2233.446514,2308.207467,2048.27395,2263.890914,2574.720861,2157.267175,2327.563149,2295.608689,2280.719139
