day,hour,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24,demand_25,demand_26,demand_27,demand_28,demand_29,demand_30,demand_31,demand_32,demand_33,demand_34,demand_35,demand_36,demand_37,demand_38,demand_39,demand_40,demand_41,demand_42,demand_43,demand_44,demand_45,demand_46,demand_47,demand_48,demand_49,demand_50,demand_51,demand_52,demand_53,demand_54,demand_55,demand_56,demand_57,demand_58,demand_59,demand_60,demand_61,demand_62,demand_63,demand_64,demand_65,demand_66,demand_67,demand_68,demand_69,demand_70,demand_71,demand_72,demand_73,demand_74,demand_75,demand_76,demand_77,demand_78,demand_79,demand_80,demand_81,demand_82,demand_83,demand_84,demand_85,demand_86,demand_87,demand_88,demand_89,demand_90,demand_91,demand_92,demand_93,demand_94,demand_95,demand_96,demand_97,demand_98,demand_99,demand_100
1,1,1655.506003,1513.864209,1490.523071,1690.275253,1606.792893,1532.289969,1415.799009,1579.464268,1500.102052,1499.635518,1713.189927,1546.175609,1506.282763,1544.684219,1512.091777,1584.757092,1465.554225,1696.779565,1445.115196,1479.390168,1731.519806,1602.570494,1406.218524,1496.977755,1486.896316,1647.149745,1469.05855,1599.808872,1612.068578,1542.628436,1487.178077,1576.627687,1478.780443,1571.344529,1616.897922,1540.868102,1608.148733,1665.077771,1509.22702,1501.190915,1607.981769,1562.638565,1561.388581,1451.726937,1598.269399,1593.232058,1515.190847,1643.708108,1573.484602,1609.366918,1587.05909,1506.064943,1558.311273,1368.822927,1525.788018,1654.873188,1444.042197,1626.957722,1534.476751,1534.749616,1519.96262,1593.221684,1710.864476,1369.059002,1495.244033,1680.062704,1614.638943,1617.042814,1484.956364,1663.847336,1628.497952,1495.988167,1625.536244,1441.696775,1518.96128,1541.26744,1632.028077,1624.146403,1599.55252,1635.324992,1419.26141,1609.068194,1574.665091,1553.129062,1292.604396,1448.593804,1583.457736,1342.409461,1628.455899,1601.820602,1698.840363,1717.44925,1579.811397,1666.249617,1650.444476,1573.123516,1574.818983,1495.298754,1555.716676,1661.991962
1,2,1490.056212,1465.911947,1386.542574,1610.190253,1597.319494,1422.913559,1296.988958,1469.425698,1394.105967,1413.576663,1594.930771,1465.874778,1453.400305,1438.368271,1377.220828,1519.886893,1453.706033,1558.611816,1378.854381,1435.435513,1608.007189,1417.529485,1345.606534,1440.915533,1405.968874,1561.291973,1429.862907,1580.955832,1484.693525,1476.116648,1425.392711,1489.152929,1395.125889,1481.335582,1549.599318,1440.76862,1565.295691,1557.49019,1425.560987,1404.293171,1568.031895,1494.350243,1485.040537,1425.15748,1498.894927,1477.294491,1425.222569,1512.600071,1533.909665,1484.585796,1456.212356,1418.215981,1425.034763,1338.615544,1436.041654,1562.309896,1349.503343,1520.542639,1511.946557,1472.808499,1474.548546,1548.669574,1643.777522,1284.324289,1406.34686,1577.847014,1561.635197,1465.054991,1457.892589,1578.916016,1550.280205,1415.367562,1520.440756,1369.631184,1381.256069,1405.522661,1586.491095,1556.47517,1485.032733,1509.079722,1353.477669,1482.157684,1499.626293,1475.759202,1163.933019,1407.293652,1513.471986,1216.447711,1549.251662,1517.595205,1589.051502,1578.020264,1462.399314,1621.595885,1564.507166,1436.811376,1498.775869,1426.566321,1550.343442,1528.386684
1,3,1496.422861,1448.034672,1352.064716,1613.915953,1565.18584,1475.639976,1238.930129,1456.871836,1376.34855,1396.257948,1595.242379,1442.193411,1454.432595,1439.709535,1327.257967,1500.834963,1487.446239,1566.262003,1421.449295,1405.444265,1611.199007,1370.275223,1382.841093,1488.478637,1380.814936,1513.764992,1410.96482,1541.758432,1457.842071,1486.977,1364.412525,1456.655751,1333.770758,1435.056147,1541.946653,1373.138469,1491.713928,1534.952577,1438.327854,1399.820965,1490.663864,1434.92384,1468.824406,1404.904183,1447.288624,1467.907617,1365.016673,1533.316554,1486.093356,1479.201309,1464.327531,1454.089574,1380.934123,1377.102687,1414.276024,1506.173691,1365.78352,1462.433496,1510.62786,1446.335677,1467.74276,1553.402641,1597.265491,1291.419958,1399.712137,1562.178716,1545.569005,1459.889895,1448.717901,1595.746999,1512.003607,1342.050697,1525.434342,1428.313404,1402.892629,1410.846824,1600.732583,1584.509879,1521.808244,1481.450809,1311.387896,1498.008045,1534.884677,1496.080933,1188.338601,1380.013694,1504.628559,1207.234198,1504.171378,1526.733182,1566.011775,1649.037115,1431.156348,1619.003285,1576.509597,1446.75179,1451.410815,1435.080389,1526.189173,1495.124683
1,4,1560.596611,1524.80525,1452.338556,1636.707331,1617.595392,1471.271704,1335.239588,1431.405409,1445.780236,1425.683585,1592.305305,1464.17473,1496.576279,1449.485388,1339.974432,1525.813578,1504.352274,1583.286394,1508.489232,1460.896732,1680.94702,1386.462589,1492.835062,1533.122134,1405.827681,1571.63831,1418.002336,1546.576803,1522.952722,1436.452994,1429.160374,1497.695018,1442.258411,1502.490063,1523.400926,1443.261745,1489.4493,1590.789201,1550.226012,1393.03964,1519.37578,1448.686567,1517.186681,1500.500844,1498.452604,1545.476083,1395.442538,1623.510102,1527.595204,1540.373112,1484.690075,1434.860703,1405.087733,1427.211286,1508.109643,1556.250132,1421.353204,1472.948499,1525.005243,1524.426757,1455.494394,1531.63857,1630.798457,1325.985758,1500.312156,1580.244388,1561.684497,1435.080528,1471.50372,1654.044937,1512.802472,1352.778933,1524.884572,1430.305379,1468.534888,1501.273253,1650.850038,1654.21167,1550.475574,1558.502573,1324.713907,1565.250609,1585.522236,1465.389245,1315.401578,1392.00588,1470.939361,1261.910178,1524.390434,1602.497329,1620.818871,1664.146922,1482.679947,1624.656107,1687.995311,1468.882745,1548.776744,1479.977328,1564.081657,1518.489795
1,5,1637.572822,1673.656167,1604.967803,1840.788266,1805.190106,1651.030071,1495.579105,1614.382859,1585.74084,1585.3001,1668.350716,1607.808721,1603.257919,1575.924975,1475.575456,1632.543096,1688.845127,1794.769454,1571.457546,1627.558456,1778.141097,1535.183111,1529.962717,1637.933176,1551.597149,1716.267514,1615.617799,1683.105596,1641.930235,1542.825123,1571.609959,1636.825794,1611.192303,1657.883318,1708.641607,1569.97722,1571.908005,1778.695205,1671.898855,1565.185071,1633.759642,1573.731541,1595.158231,1688.73461,1656.525799,1709.192945,1467.378513,1719.055933,1692.873331,1679.985223,1668.084412,1610.646491,1572.763149,1557.906593,1719.770909,1725.39926,1518.127559,1731.143137,1707.963224,1693.52571,1592.262145,1676.859892,1671.756961,1458.53882,1603.074035,1803.021888,1677.218289,1546.628842,1558.671056,1770.430767,1648.472714,1519.088132,1684.578244,1610.062609,1618.57766,1634.630063,1772.655887,1754.403904,1690.842305,1703.025098,1412.223456,1699.258253,1774.446268,1590.759726,1404.823563,1574.435551,1639.620443,1422.78563,1643.339528,1728.231102,1757.523047,1811.137938,1613.737308,1793.039249,1786.467487,1568.513298,1682.894766,1639.840666,1648.6933,1703.033285
1,6,1897.398876,1835.927744,1839.072156,2028.875777,1994.039043,1831.981531,1754.579263,1772.910191,1759.939014,1838.399311,1920.243669,1821.449181,1789.550917,1748.953519,1745.133252,1884.497447,1865.698203,1966.541046,1792.709377,1874.080279,1898.337127,1739.857318,1757.066573,1808.255787,1800.088244,1924.801056,1859.842269,1906.989182,1910.046066,1722.986997,1783.077384,1841.122188,1850.425675,1949.418877,1868.802332,1798.99738,1760.044529,1971.914409,1882.175956,1809.888349,1827.18631,1790.605856,1811.146855,1823.174879,1862.830132,1898.40926,1735.229058,1941.900189,1906.56397,1869.493113,1791.760369,1824.88805,1774.110913,1818.311679,1951.43822,1905.655732,1789.443077,1867.134648,1896.143186,1893.635553,1763.170746,1947.027946,1901.149414,1673.779725,1844.299997,2048.330064,1868.216241,1717.64351,1848.212254,1972.852968,1819.002365,1678.703215,1877.036343,1811.231987,1760.186129,1850.923257,1934.146505,2003.12428,1820.012,1890.998162,1620.998608,1950.336068,1910.114898,1786.812675,1566.571717,1803.462762,1876.769917,1635.377083,1902.703546,1900.752435,2020.519533,2082.264804,1822.459882,1975.238012,1878.564805,1798.777554,1882.31082,1919.313032,1899.381995,1940.328262
1,7,2137.797199,2067.020553,2018.34288,2170.322974,2229.524295,2068.454106,1929.452302,1994.99097,1971.103765,2020.68505,2167.268979,2011.355009,2003.209145,1984.148288,2043.85972,2063.668757,2191.263683,2124.437677,2011.42451,2112.692108,2111.076301,1869.732081,1991.740232,1976.898049,2019.717031,2120.613687,2038.776304,2161.983158,2142.198542,1966.935016,2003.834239,2020.274141,2075.486321,2091.471713,2106.142318,2000.602866,2001.337431,2185.471352,2054.179631,2010.064732,2034.238928,1909.435943,1957.390357,2068.972379,2105.670825,2099.538879,2051.744175,2066.219096,2005.013193,2084.715968,1999.219368,2019.109321,1980.755151,2050.909575,2148.703975,2104.782633,1982.733959,2112.012564,2123.030668,2179.015314,2013.604982,2192.025247,2138.065245,1888.70874,2052.14582,2193.114696,2057.822721,1933.559757,2093.594867,2168.168664,2043.376773,1939.738516,2071.344738,2082.585519,1969.843903,2073.214464,2110.526658,2227.377861,1995.918617,2175.034071,1810.518694,2156.889759,2169.478154,1974.383335,1844.262427,2018.83286,2074.991046,1827.217028,2161.958659,2191.071983,2276.7547,2290.00474,2104.774262,2118.331353,2120.428202,2000.858892,2061.372434,2101.82711,2182.132942,2074.570447
1,8,2256.8354,2171.200894,2212.890189,2211.220572,2383.907624,2110.362133,1967.993487,1997.132357,2090.106628,1995.097336,2167.757353,2087.872707,2082.66951,2071.604155,2143.1964,2094.154643,2303.156466,2222.935289,2100.821033,2253.07064,2178.046561,2048.539751,1992.588738,2033.496838,2064.993962,2173.261949,2114.537178,2252.992416,2238.287932,2008.840977,2013.668619,2059.772311,2137.228102,2201.476187,2123.399627,2099.813079,2001.130653,2265.298289,2109.765408,2072.185938,2122.784421,2110.326002,2087.371636,2167.138592,2128.014387,2163.899304,2141.170816,2117.898733,2076.791441,2126.024906,2121.290953,2165.903057,2022.503288,2147.037644,2207.453814,2106.622222,2140.189719,2211.615989,2190.933543,2305.755574,2172.76195,2372.52702,2144.676774,2002.690079,2100.76973,2290.708959,2112.666617,2062.835727,2234.675141,2253.570629,2093.999664,1986.476845,2222.968746,2088.058649,2036.497162,1975.011453,2261.826213,2339.684557,2111.440335,2271.404926,1913.800953,2180.552746,2207.657844,2029.674335,1848.588005,2124.894922,2169.797567,1965.168699,2286.993154,2291.973825,2405.668441,2335.506736,2211.475843,2214.812703,2122.114952,2016.134187,2131.923898,2191.990562,2279.654545,2133.213788
1,9,2207.274791,2284.574724,2308.229552,2266.663954,2368.997032,2099.735679,1961.278029,2087.157778,2103.436704,2085.716515,2246.519025,2169.463265,2136.645443,2163.452767,2225.125234,2144.290767,2408.999765,2204.626657,2204.087397,2306.85419,2245.752311,2121.80708,2113.332974,2119.115264,2043.184805,2178.964422,2221.502402,2329.726089,2285.320239,2170.128312,2089.219405,2013.540834,2260.059523,2290.531908,2219.780277,2187.667886,2094.201506,2299.637318,2170.611182,2203.54648,2179.028725,2205.770932,2161.657801,2186.373576,2188.511512,2205.071708,2204.645272,2207.235035,2208.153636,2153.400177,2169.805188,2201.372164,2186.090691,2152.566012,2297.452551,2200.627123,2274.456963,2285.891722,2238.449168,2488.579916,2218.033789,2425.314923,2275.497521,2039.093785,2171.002772,2335.075913,2105.606768,2186.749797,2212.911586,2315.060003,2154.076897,2157.601858,2230.647431,2155.621847,2226.151853,2061.871811,2327.16677,2441.314815,2176.680463,2391.172883,1997.472294,2241.291004,2261.051546,2200.528428,1903.216756,2180.477226,2187.074925,2025.094803,2359.086973,2298.615605,2519.752318,2423.44734,2390.133483,2314.1477,2194.95168,2138.963043,2155.853893,2283.487343,2380.832915,2300.131926
1,10,2329.356935,2301.942476,2307.943559,2327.531828,2410.872288,2224.256173,2064.914182,2228.080012,2140.779783,2206.797771,2301.704504,2285.40868,2055.011147,2239.045339,2233.328381,2220.923066,2545.073041,2314.210961,2368.541574,2357.852159,2360.229349,2198.5969,2162.543839,2214.124445,2100.768593,2278.466955,2242.090939,2304.230448,2369.569735,2238.263898,2215.578156,2118.868571,2332.14514,2303.394633,2273.05008,2326.862786,2202.168356,2369.320979,2291.897204,2271.800981,2292.284827,2305.617018,2294.723715,2369.706069,2320.805625,2262.891196,2213.497161,2350.779937,2244.280933,2243.550019,2250.027407,2285.420253,2250.891192,2156.471709,2285.997336,2278.826113,2398.211476,2442.081563,2326.884869,2385.720518,2344.619484,2587.711311,2328.58702,2164.162378,2239.075087,2492.711085,2212.352903,2262.166743,2380.189777,2374.194014,2195.544698,2205.467883,2343.137359,2360.279294,2239.149062,2107.811094,2365.637413,2471.883327,2242.726143,2426.637461,2178.794764,2352.219969,2406.572541,2249.468068,1957.246421,2253.325375,2156.838807,2117.261465,2362.802573,2298.123765,2645.054048,2400.76575,2450.393172,2466.794821,2270.651767,2233.74753,2241.805583,2329.42672,2455.302816,2458.992496
