day,hour,demand,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24,demand_25,demand_26,demand_27,demand_28,demand_29,demand_30,demand_31,demand_32,demand_33,demand_34,demand_35,demand_36,demand_37,demand_38,demand_39,demand_40,demand_41,demand_42,demand_43,demand_44,demand_45,demand_46,demand_47,demand_48,demand_49,demand_50,demand_51,demand_52,demand_53,demand_54,demand_55,demand_56,demand_57,demand_58,demand_59,demand_60,demand_61,demand_62,demand_63,demand_64,demand_65,demand_66,demand_67,demand_68,demand_69,demand_70,demand_71,demand_72,demand_73,demand_74,demand_75,demand_76,demand_77,demand_78,demand_79,demand_80,demand_81,demand_82,demand_83,demand_84,demand_85,demand_86,demand_87,demand_88,demand_89,demand_90,demand_91,demand_92,demand_93,demand_94,demand_95,demand_96,demand_97,demand_98,demand_99,demand_100
1,1,1555,1681.560838,1575.285447,1548.029662,1537.934587,1716.039194,1498.628054,1418.826421,1437.911872,1718.335153,1489.16266,1589.877762,1575.365113,1448.264715,1563.816197,1614.625336,1449.561797,1572.005028,1533.886325,1666.807303,1540.171768,1424.970487,1521.115659,1533.67342,1465.108204,1616.562234,1653.173631,1461.628794,1497.479872,1564.260042,1576.675128,1532.215303,1567.278834,1548.033035,1446.310003,1609.824015,1536.025385,1658.568727,1523.401213,1531.214344,1552.505301,1418.396417,1624.665133,1452.223482,1497.181078,1471.306105,1465.944271,1524.343206,1635.120368,1542.213088,1513.789932,1409.92383,1688.026739,1531.284694,1614.130138,1547.0549,1563.188834,1590.131542,1607.368781,1661.311368,1544.634101,1585.166583,1479.446484,1522.513959,1571.988914,1603.311683,1485.593932,1559.733426,1690.503118,1626.527523,1455.149885,1489.475183,1652.152406,1607.793104,1599.278554,1454.047601,1557.74506,1662.250794,1602.87057,1469.895256,1523.82352,1439.665354,1593.609362,1548.721071,1608.925211,1662.142961,1406.536029,1614.458329,1522.79163,1484.442641,1581.016067,1452.885585,1467.211035,1529.641869,1559.365521,1473.806125,1535.246185,1503.493024,1697.104967,1634.870186,1421.996314
1,2,1473,1574.779159,1547.916065,1596.781491,1412.954366,1568.233346,1421.825864,1505.504537,1491.823018,1482.189793,1467.136395,1562.218417,1603.382301,1449.191512,1638.553131,1384.499376,1535.019684,1388.663453,1500.851937,1439.322873,1442.023538,1447.84266,1474.909034,1373.908075,1401.261689,1540.760343,1533.049962,1545.038046,1578.221754,1537.059413,1561.912458,1459.608819,1505.846295,1502.37082,1476.577143,1512.338235,1526.903939,1504.273152,1373.890863,1546.013271,1446.854907,1334.92951,1530.770717,1359.092227,1422.651726,1404.885069,1388.556712,1391.694263,1419.795118,1348.256572,1427.463757,1345.965254,1468.23982,1318.888454,1494.637265,1414.347729,1422.683864,1593.994325,1608.676206,1548.954156,1558.377824,1447.787388,1435.610859,1420.141576,1514.502712,1433.235932,1279.408926,1559.186667,1502.719754,1487.314821,1470.112581,1372.483454,1461.980585,1483.376799,1462.627334,1540.485845,1524.644317,1504.955373,1523.938314,1547.863062,1507.701868,1397.128186,1625.800231,1484.295919,1405.879171,1590.439778,1401.043347,1428.446375,1524.950721,1459.973347,1553.316457,1468.885547,1538.428865,1506.740952,1578.567041,1447.398752,1406.419666,1481.035002,1531.609608,1528.983781,1370.024376
1,3,1463,1579.014345,1550.27439,1572.979552,1527.535801,1527.151609,1445.644635,1508.349077,1527.641179,1331.16084,1491.429607,1482.137273,1420.708983,1428.522009,1483.168201,1498.244138,1259.683388,1484.93131,1435.094882,1548.198597,1514.872022,1520.307162,1548.888119,1279.524852,1519.645896,1468.124143,1357.96755,1496.905093,1568.627974,1557.728453,1554.956102,1488.888571,1417.519211,1463.975266,1479.32161,1365.23185,1487.712625,1478.863213,1382.813198,1520.572961,1522.058361,1409.923671,1456.078928,1390.352921,1458.480752,1528.411949,1592.526673,1416.545432,1391.358411,1486.819665,1392.294013,1468.252857,1417.412487,1474.001674,1446.270878,1381.971204,1490.211335,1252.254744,1479.561613,1521.951441,1571.119799,1456.181897,1387.55484,1450.275876,1495.506542,1429.219676,1433.977171,1552.981385,1426.621439,1559.306815,1389.474296,1485.280338,1450.233083,1512.9216,1506.898479,1391.733688,1361.765355,1443.716629,1418.767816,1436.354766,1393.754578,1372.090024,1429.232029,1470.323672,1423.778915,1584.465769,1472.445817,1447.194548,1554.5768,1449.015415,1491.71737,1407.483516,1537.909371,1427.037131,1486.318096,1478.799431,1551.241678,1634.375111,1394.085715,1375.303812,1370.974865
1,4,1503,1516.539102,1542.396057,1490.356109,1548.082214,1455.897163,1502.747742,1577.886667,1480.498193,1412.710632,1607.933317,1434.267392,1484.569714,1497.147747,1476.438201,1448.741159,1378.487247,1503.850345,1527.680784,1641.021929,1580.971161,1501.672247,1508.863137,1376.491961,1487.192269,1612.684826,1564.793991,1629.021057,1644.241722,1392.15966,1436.790567,1599.723598,1379.349271,1580.292394,1399.3403,1363.204157,1535.124731,1490.195293,1428.161695,1416.736158,1515.39032,1498.184093,1544.792235,1508.309284,1538.749741,1489.936778,1442.356377,1485.029376,1420.937618,1424.988951,1460.172119,1549.569532,1501.696097,1477.349098,1594.282393,1424.119439,1596.745727,1554.163538,1585.919663,1429.701015,1510.263307,1488.78651,1470.033217,1508.828026,1522.187757,1535.661178,1452.563785,1562.039154,1532.819572,1482.978015,1411.298191,1509.6918,1412.408761,1446.696785,1454.97377,1495.138808,1434.948733,1502.16967,1386.475754,1438.94881,1578.505801,1545.363084,1483.640775,1548.449922,1524.406571,1460.794247,1553.6803,1415.332607,1554.084998,1311.182032,1564.845827,1544.087843,1444.173421,1558.846275,1632.708804,1431.87265,1421.931988,1484.484435,1512.122849,1411.306681,1481.396016
1,5,1642,1649.339728,1832.445555,1584.297495,1525.669415,1651.31417,1665.506574,1652.594232,1698.84068,1510.024165,1730.100154,1586.459664,1532.237535,1573.904576,1501.22925,1572.159769,1561.309203,1813.222263,1647.498048,1631.70433,1641.66748,1691.807981,1644.331746,1546.950969,1652.12639,1740.825419,1700.39749,1684.66057,1564.193936,1636.900542,1735.297951,1709.605637,1642.926447,1572.245332,1629.326884,1654.857845,1793.506818,1590.135853,1524.252074,1534.299468,1628.394564,1579.621024,1717.928813,1687.158595,1539.446543,1564.448768,1629.432072,1597.784442,1560.598278,1492.688086,1700.746349,1682.169382,1510.20559,1479.234273,1611.15769,1610.419132,1736.277364,1634.343531,1711.739211,1663.990749,1688.826268,1656.723534,1607.945814,1611.618512,1616.921804,1627.65924,1729.475487,1632.801056,1660.41876,1544.256575,1648.767907,1739.754259,1716.178542,1579.271206,1693.638069,1608.423232,1722.975524,1674.185605,1406.6124,1683.267503,1774.493042,1621.913937,1527.234408,1776.030675,1674.320145,1690.364618,1656.071902,1579.915442,1627.096762,1527.37026,1604.158584,1635.340835,1691.3735,1674.840722,1615.168539,1618.251702,1688.925731,1560.73316,1476.981472,1699.829778,1698.661554
1,6,1850,2036.475772,1937.724006,1831.851968,1753.118816,1779.579479,1700.777677,1774.200966,1841.742475,1818.256925,1895.192679,1794.414608,1834.978153,1832.028362,1817.101452,1929.610977,1824.013669,1832.125575,1872.878706,1943.887597,1855.380423,1833.832668,1680.918772,1858.639025,1975.790582,1853.176079,1928.971969,1834.528748,1726.12886,1609.492067,1798.635705,1784.075575,1908.951824,1861.576533,1926.559724,1912.00137,1871.9654,1637.972653,1732.284505,1858.55532,1843.749945,1827.090579,1786.104753,1760.901102,1819.699395,1690.113105,1894.80522,1686.595919,1729.63893,1693.147794,1816.801575,1916.656608,1823.356224,1778.30031,1752.838542,1767.738621,2035.00612,1967.790235,2017.047957,1876.750718,1872.995608,1816.890049,1673.694756,2016.347894,1815.069121,1870.583569,2099.664943,1895.748823,1819.972049,1791.186056,1850.881634,1954.922826,1905.386157,2107.809136,1782.431687,1942.478983,1965.501979,1730.227656,1745.830965,1876.590196,1991.56263,1868.418959,1719.838371,1917.2217,1864.188775,1730.120756,1810.085655,1731.052185,1807.453371,1812.269686,1989.19278,1687.009964,1742.99787,2003.319278,1905.184188,1969.401435,1896.150235,1688.47794,1820.540806,1818.662535,1915.016614
1,7,2051,2248.407722,1902.64045,2106.185488,1955.28048,1963.572742,1923.991714,1968.107554,1972.924052,2092.903975,2011.814465,2048.983478,2007.953405,1922.703347,2066.113705,2053.844639,1982.463986,1953.617702,2031.080593,2066.145745,2246.63679,2141.497706,2236.205952,2003.018322,2128.727413,2122.894793,2168.781234,2055.412431,1901.223385,1963.89029,1976.064539,1901.116541,2129.476183,1923.22401,1977.042616,2151.303556,2144.959794,2122.646236,1908.683635,2069.077723,2193.490134,2066.385754,2215.233862,2144.375845,2003.560931,1915.01583,2156.363039,1894.53655,1993.942269,1891.501812,1880.988012,1986.960298,2001.631917,1894.081338,2181.183989,2147.162175,2094.154137,2197.298175,2258.474299,1982.109929,2097.186845,2203.741972,1933.406898,2092.139536,1979.525674,2280.129012,2222.78197,2251.781158,2114.752605,1919.434132,2154.295983,2089.292987,2015.629374,2107.057384,2016.970337,2080.182225,2108.327177,2046.585576,1982.518302,2070.708806,2093.578871,1985.350426,2049.850341,2069.913187,1848.878833,2104.775802,2099.858435,1964.591829,2043.706189,1786.627273,2224.79509,1892.562493,2275.886271,2260.81814,2231.843811,2003.464115,2006.183344,1861.796376,2185.054106,1963.941114,2098.435663
1,8,2129,2292.912472,2015.428815,2024.30963,2175.832851,2203.014877,2219.097128,2187.326194,2237.052483,2265.562045,2081.338924,1995.871344,2247.901839,2233.744796,2183.281811,2230.196481,2014.115433,2201.973757,2342.841188,2218.033224,2032.303816,2102.843168,2209.338011,2114.257427,2101.151483,2281.428094,2211.174946,2141.476571,1909.852581,2090.204983,2019.595651,2250.375285,2135.984031,2118.579454,2229.516704,2206.541189,2002.723202,2409.899445,2022.168528,2214.711525,2347.14285,1957.785992,2171.303862,2138.682449,2016.925646,2065.727478,2231.60001,2292.900662,2292.95454,2115.390987,2083.047742,2115.575734,2090.719424,1920.566166,2253.640439,2157.573997,2002.948942,2049.563355,2345.964052,2020.033213,1943.68794,2279.538923,2145.559408,2251.448303,2077.423702,2140.06489,2060.527204,2301.650278,2140.689448,2282.207505,2183.700796,2234.194034,2121.477648,2150.380541,2142.403375,2013.065549,2103.267097,2236.865689,2040.811503,2209.260212,2112.399057,2081.660277,2180.666085,2171.269466,2099.38395,2148.640269,2252.844296,2391.467195,2073.665109,2214.227682,2235.742641,2185.981912,2289.313633,2253.464368,2094.270144,2064.815763,2171.507506,1883.36862,2181.054242,2101.802707,2079.528775
1,9,2205,2107.686737,2192.592534,2034.955545,2202.183079,2296.226824,2247.377199,2192.289503,2342.446532,2344.710402,2120.657047,2097.725501,2124.085906,2289.623303,2263.178038,2410.693705,2231.019633,2239.317342,2390.585786,2279.90145,2349.915827,2249.268417,2278.994818,2237.180369,2366.105911,2381.382186,2162.035115,2228.701728,2264.641403,2193.316513,2157.181723,2019.317792,2066.246079,2294.777071,2297.46993,2020.639777,2184.102617,2194.239104,2068.241145,2321.321574,2209.448093,2221.36386,2230.354954,2161.603491,2169.629815,2129.189195,2170.230545,2319.334047,2130.805883,2241.399305,2190.184392,2271.972045,2222.528423,2119.771185,2100.894572,2253.559106,1985.063288,2026.684513,2273.562666,2358.066168,2215.070562,2135.287891,2160.844242,2439.845004,2230.15989,2305.357277,2188.010749,2154.048599,2284.103519,2360.322191,2265.21606,2216.687515,2385.093569,2253.544847,2305.173855,2188.309757,2201.343662,1994.819136,2287.73438,2391.327711,2323.185015,2194.254537,2186.624726,2202.94672,2033.723487,2236.901298,2332.789571,2319.51529,2095.819646,2238.776222,2348.08052,2113.913438,2274.045493,2384.544558,2059.749979,2358.442132,2442.02097,2130.454162,2251.405292,2458.229359,2005.350359
1,10,2284,2215.793539,2469.791405,2267.230812,2299.506998,2345.336233,2069.262569,2137.437358,2224.147804,2492.523557,2407.782655,2416.663642,2112.20852,2332.427233,2239.129977,2323.565217,2130.011562,2277.360753,2224.041122,2361.693105,2361.093473,2237.889719,2424.338271,2339.393432,2460.778474,2211.715492,2215.779885,2409.902268,2275.026502,2278.108515,2354.883263,2165.050771,2166.104089,2372.654822,2294.497882,2221.806997,2345.272672,2279.102102,2052.125243,2455.624669,2165.817132,2395.504406,2405.805506,2107.682778,2293.531246,2328.519483,2241.930271,2318.98856,2343.461728,2242.353831,2399.634033,2366.328162,2219.182511,2293.196015,2403.699109,2323.618624,2245.678929,2218.429713,2398.090706,2277.214133,2185.988283,2078.548451,2370.842209,2448.223049,2118.129623,2417.320248,2341.575918,2140.865422,2379.122901,2214.635953,2258.786223,2272.944858,2263.875033,2267.311963,2390.14305,2333.013607,2270.345823,2386.660924,2166.617769,2320.95419,2511.591746,2214.739866,2480.708565,2335.685905,2305.204532,2365.845338,2352.076803,2359.765459,2431.017315,2372.181367,2380.025165,2398.607249,2267.379465,2313.036512,2211.868786,2263.851966,2439.601903,2223.295287,2145.721865,2518.712178,2319.236882
