day,hour,demand,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24,demand_25,demand_26,demand_27,demand_28,demand_29,demand_30,demand_31,demand_32,demand_33,demand_34,demand_35,demand_36,demand_37,demand_38,demand_39,demand_40,demand_41,demand_42,demand_43,demand_44,demand_45,demand_46,demand_47,demand_48,demand_49,demand_50,demand_51,demand_52,demand_53,demand_54,demand_55,demand_56,demand_57,demand_58,demand_59,demand_60,demand_61,demand_62,demand_63,demand_64,demand_65,demand_66,demand_67,demand_68,demand_69,demand_70,demand_71,demand_72,demand_73,demand_74,demand_75,demand_76,demand_77,demand_78,demand_79,demand_80,demand_81,demand_82,demand_83,demand_84,demand_85,demand_86,demand_87,demand_88,demand_89,demand_90,demand_91,demand_92,demand_93,demand_94,demand_95,demand_96,demand_97,demand_98,demand_99,demand_100
1,1,1555,1562.464608,1568.437584,1619.617968,1655.867339,1670.476184,1402.263525,1472.821929,1523.515303,1645.994853,1560.073123,1575.931736,1556.8437,1548.613205,1451.901909,1551.358369,1532.265144,1523.934748,1516.218592,1531.557072,1534.21843,1420.567378,1655.406497,1490.44105,1626.556035,1498.151166,1576.634058,1470.967743,1540.965691,1585.456386,1583.53203,1645.837722,1550.12027,1596.416649,1555.005696,1604.443393,1489.582056,1632.364937,1606.786029,1553.75058,1517.027596,1640.305682,1698.08526,1498.907282,1554.521944,1620.737637,1559.072466,1664.588954,1618.25092,1533.122035,1690.777451,1544.508877,1541.814431,1633.06445,1626.611006,1490.392654,1528.974706,1524.751306,1452.057399,1513.646945,1517.208423,1573.453192,1565.128849,1515.6501,1602.418702,1602.635944,1707.903932,1465.454738,1612.408543,1651.90694,1494.871606,1583.956853,1620.332595,1544.195493,1626.731318,1548.707115,1508.703379,1463.835637,1459.953204,1594.671853,1588.398191,1516.878633,1642.6119,1621.12642,1563.066197,1568.320693,1503.508052,1529.592093,1494.257581,1662.286456,1522.3231,1451.414364,1454.931182,1618.877601,1506.635733,1434.164042,1594.239408,1574.950017,1595.677778,1587.556807,1610.795214
1,2,1473,1476.493262,1474.684751,1527.053826,1553.192681,1589.316761,1303.579226,1382.922778,1443.613731,1577.233152,1509.524844,1488.772432,1453.303557,1466.979822,1382.588414,1469.637391,1468.968542,1427.138484,1450.582703,1459.010409,1431.276661,1340.880269,1565.537594,1409.183285,1539.190063,1400.829703,1494.178908,1398.832087,1447.92644,1499.923794,1480.393221,1564.127685,1471.201584,1498.147589,1486.448751,1515.499321,1422.401478,1566.769586,1521.966552,1467.605658,1445.906827,1548.396744,1610.030965,1415.564782,1470.693983,1549.708893,1473.206614,1582.845724,1540.83863,1450.988477,1609.055232,1461.923164,1452.588398,1556.811011,1555.952927,1406.999105,1431.308679,1427.332441,1378.946584,1434.487766,1450.591108,1507.993024,1486.582365,1434.992921,1519.574399,1520.824599,1624.126827,1383.376852,1537.718301,1555.680065,1431.101977,1500.765169,1544.738816,1450.230813,1546.081192,1471.729805,1420.431841,1386.296127,1391.864241,1494.381734,1504.837121,1455.07892,1564.632369,1556.575033,1486.135341,1490.320237,1429.84297,1447.955742,1414.261886,1560.115048,1435.938322,1367.734102,1368.412835,1514.448424,1410.585849,1345.501493,1513.04,1483.411825,1516.257277,1482.229437,1512.682518
1,3,1463,1470.745018,1489.474026,1506.593323,1556.933632,1575.711913,1299.008855,1393.543251,1421.35028,1564.872848,1490.560935,1497.980482,1439.079662,1433.240476,1387.101794,1464.625334,1447.921259,1413.051822,1424.918316,1462.428371,1433.594284,1327.89679,1562.995482,1393.059038,1531.827539,1386.952599,1481.989546,1383.630481,1442.767897,1499.265957,1463.40105,1548.753361,1446.36947,1484.97052,1481.861354,1488.747338,1411.615276,1558.465768,1507.337644,1460.01043,1424.419066,1543.712661,1596.504506,1411.992898,1472.733415,1524.583814,1451.232988,1577.860968,1532.029533,1435.899126,1609.401354,1451.121499,1443.510051,1542.966134,1548.492667,1393.542789,1418.855553,1420.975566,1403.497847,1409.436771,1455.519643,1489.113561,1476.312673,1424.535418,1509.894375,1521.996847,1614.449649,1375.801489,1535.654428,1534.633281,1423.377502,1472.408877,1539.335344,1447.24583,1535.306073,1471.734657,1419.439094,1380.631841,1369.90775,1493.168449,1501.362392,1443.637855,1544.240373,1556.55796,1458.938239,1484.627535,1433.793857,1428.281775,1398.516121,1538.692033,1436.894182,1363.44107,1352.62675,1498.569739,1404.26967,1324.491116,1499.86044,1472.24262,1502.612209,1463.426798,1487.08229
1,4,1503,1508.194004,1536.300248,1556.742654,1592.447455,1601.59427,1342.061696,1448.024601,1482.911049,1604.708557,1542.422244,1550.835176,1471.026599,1511.60307,1421.578021,1490.785233,1460.808154,1457.495685,1468.792531,1491.79042,1486.972042,1374.084617,1604.422741,1426.257155,1568.814108,1403.955277,1516.049133,1412.328634,1469.188818,1524.628041,1506.166365,1597.926235,1471.685955,1520.143628,1517.243323,1522.053905,1454.889788,1590.00699,1565.636915,1491.101016,1454.602997,1597.575898,1645.512926,1440.237035,1507.336058,1555.568721,1462.834038,1611.23551,1581.28074,1472.757269,1649.411512,1477.910581,1485.540138,1572.971451,1582.938728,1428.032956,1469.604092,1452.740724,1447.069046,1444.66436,1494.330335,1525.146296,1502.740865,1460.665153,1539.512987,1548.920689,1644.898048,1429.263864,1573.785733,1576.173642,1449.456821,1515.530431,1570.465824,1485.009036,1576.947401,1525.385055,1438.848314,1428.823149,1402.951773,1529.109846,1552.489223,1491.67451,1581.992409,1596.92186,1510.080617,1523.799606,1465.854837,1476.036305,1444.403699,1573.433144,1476.166396,1402.073106,1386.19444,1538.137178,1443.176913,1365.2937,1535.114983,1522.708299,1552.335925,1515.947067,1540.894848
1,5,1642,1628.212652,1663.965589,1685.792112,1720.914694,1721.358379,1489.317567,1597.5566,1638.645051,1744.410539,1684.243999,1675.714136,1580.075036,1664.459933,1548.745026,1616.686261,1601.992743,1605.910105,1630.548714,1623.128623,1637.590308,1538.095403,1749.078714,1553.80287,1700.546399,1549.38254,1677.985964,1545.108958,1604.49833,1655.919419,1661.805287,1745.20143,1616.175005,1664.805817,1662.937858,1654.849156,1583.554837,1724.208187,1730.903315,1627.789037,1578.392376,1733.892906,1771.439985,1558.878764,1649.060301,1685.589175,1615.143141,1747.515871,1730.87229,1619.624868,1795.456203,1608.275312,1617.06869,1708.471089,1721.9778,1542.409367,1592.179107,1594.876376,1596.417975,1587.343552,1625.695672,1672.293746,1645.007907,1590.019483,1679.933799,1694.642949,1785.659909,1586.023849,1717.142248,1705.313477,1589.239915,1670.373798,1708.373844,1591.136518,1706.92854,1648.03332,1574.028949,1579.01662,1541.142929,1675.842186,1694.63104,1621.782672,1725.66593,1725.281078,1657.942371,1664.763404,1616.982799,1609.039696,1572.078045,1710.093745,1617.24121,1546.780555,1537.26788,1666.028105,1599.739709,1518.976893,1667.841388,1647.035695,1689.92332,1670.528815,1687.547696
1,6,1850,1842.920461,1888.450474,1896.923867,1936.344776,1934.547724,1700.549822,1797.322851,1844.662432,1957.235962,1885.062279,1882.344656,1787.899842,1870.636349,1745.278934,1829.162419,1817.946279,1818.045376,1847.948264,1833.396038,1842.759884,1743.042659,1949.984556,1754.038312,1927.352294,1773.516222,1887.022233,1761.006315,1835.375437,1879.22082,1869.473646,1958.424986,1820.161324,1867.142361,1854.015148,1863.086811,1778.137387,1941.424196,1933.670829,1828.026059,1783.374274,1934.537813,1965.952935,1767.896549,1846.84924,1893.75385,1849.763282,1969.138603,1933.999529,1831.366181,1980.898779,1825.913631,1840.185571,1914.693325,1933.134209,1744.583896,1803.878073,1813.664353,1810.457792,1804.525345,1824.282641,1853.875158,1851.296434,1800.552722,1892.322761,1915.049272,1989.165933,1799.730609,1917.586548,1884.104769,1801.468037,1878.263972,1947.513515,1814.631968,1904.033793,1857.544243,1770.070363,1788.8052,1749.854589,1871.875298,1911.906247,1837.075,1935.733835,1907.680503,1866.69364,1878.175763,1807.742683,1819.444854,1776.583283,1923.93913,1837.602105,1756.2275,1744.084031,1869.975087,1799.383133,1742.905526,1881.963391,1858.754222,1903.531879,1869.754124,1906.882523
1,7,2051,2066.369113,2097.43509,2088.089929,2147.359341,2135.037812,1876.126319,2027.318802,2046.682798,2150.548899,2101.246842,2074.756876,1978.283914,2067.182447,1947.844665,2064.09335,2025.469755,2019.794601,2049.457086,2016.014482,2072.434997,1936.926181,2131.547472,1954.715104,2112.653177,1982.632658,2090.53452,1961.660955,2032.746366,2102.878701,2075.722297,2158.663276,2022.318783,2055.845435,2085.106563,2051.210166,2003.220428,2163.510742,2131.994658,2026.881675,1990.773541,2134.728845,2177.126107,1972.183232,2018.342493,2098.524374,2050.838758,2176.367375,2128.116188,2046.041955,2157.678233,2054.342354,2050.936676,2109.403947,2133.724092,1927.977933,1992.855829,2003.219385,1994.842729,1985.630537,2030.938908,2045.475997,2052.870387,2020.538909,2095.827495,2120.228367,2188.474961,2028.570221,2157.296474,2085.621223,1996.77768,2078.758115,2166.079686,1995.859139,2085.203814,2064.52095,1953.233286,2001.675113,1956.663439,2082.274341,2094.588542,2044.364865,2143.750333,2086.755618,2092.427653,2110.69102,2021.954115,2026.163543,1956.890641,2122.205076,2047.964281,1944.122829,1930.398684,2083.778541,2025.575915,1950.386384,2090.682789,2045.448373,2081.930869,2054.932801,2123.72855
1,8,2129,2136.751682,2171.472174,2188.738041,2227.210607,2218.673795,1947.206446,2126.628316,2116.314714,2231.375398,2182.125928,2134.248336,2086.655683,2157.066571,2028.1062,2140.062834,2100.534145,2069.101871,2129.148983,2094.75462,2152.736048,2011.544885,2212.428848,2039.894927,2205.661525,2046.84016,2169.767952,2028.372101,2102.466679,2195.145397,2145.328692,2246.440002,2090.122138,2121.910586,2157.633532,2113.810547,2070.765377,2232.88335,2221.8311,2108.176406,2061.502379,2200.640489,2273.082628,2059.924304,2096.69062,2205.891958,2136.118995,2230.744497,2180.696481,2141.071414,2246.610737,2129.870135,2138.072565,2178.909867,2217.502952,2003.370052,2084.908616,2084.562197,2089.361285,2051.030822,2107.82268,2117.603847,2120.86115,2088.07896,2177.00286,2207.786061,2243.564217,2089.016529,2203.568415,2160.712686,2081.385627,2167.355708,2243.989218,2078.83639,2136.450012,2135.464098,2040.078461,2054.772966,2037.082571,2166.520842,2160.282881,2115.480361,2190.843499,2168.302145,2161.154447,2171.953533,2107.380743,2104.276476,2033.188108,2187.219577,2111.436948,2020.093193,2026.856147,2165.676617,2087.928351,2027.673583,2171.875001,2157.117085,2142.966917,2163.283437,2217.379664
1,9,2205,2215.181105,2267.681997,2250.613608,2295.067447,2316.599702,2036.178343,2215.847433,2178.261836,2295.937832,2243.6129,2198.847764,2148.406859,2224.599615,2097.95148,2207.370219,2169.935678,2125.560196,2178.120039,2173.140932,2214.68176,2124.228732,2295.666429,2120.711997,2274.616843,2128.887153,2246.888377,2101.929966,2152.186695,2272.365188,2193.029808,2306.217471,2182.07254,2212.471796,2267.137886,2209.042447,2142.178333,2287.620562,2290.885524,2159.060764,2129.590981,2300.393295,2343.786915,2149.501584,2190.8747,2270.581637,2221.481353,2325.881621,2242.222755,2230.825208,2305.871163,2201.420096,2225.911835,2233.568625,2293.507043,2089.034116,2171.667296,2178.631339,2123.517748,2129.298931,2171.307437,2191.979165,2189.210828,2151.427283,2277.713387,2272.682968,2319.444982,2156.442487,2278.897094,2253.002366,2174.04814,2238.266863,2300.732119,2162.924266,2203.622359,2225.202315,2119.12827,2149.58699,2114.945017,2244.065849,2262.012995,2194.770129,2263.977129,2257.321093,2222.358847,2236.518687,2211.580298,2169.79188,2129.820563,2266.897843,2163.255063,2100.738406,2093.054745,2227.970123,2163.369316,2118.012246,2257.518082,2225.291805,2218.071788,2246.198513,2309.437454
1,10,2284,2282.437227,2351.693086,2339.913905,2357.368409,2424.102643,2097.171222,2261.148631,2236.625015,2364.225534,2314.189168,2245.290926,2223.337817,2289.067463,2154.750255,2255.845114,2251.354541,2205.713051,2274.282392,2230.227783,2307.527102,2208.925104,2350.454917,2212.539165,2368.487779,2219.037544,2349.750764,2187.389907,2253.624301,2378.337219,2300.272891,2389.519119,2265.373267,2270.938962,2350.525365,2284.577632,2232.190222,2376.786628,2370.064154,2224.154641,2203.896,2373.349535,2444.615694,2229.68707,2238.720346,2350.106257,2305.429252,2427.874649,2283.868357,2282.531109,2385.350148,2277.234995,2332.554208,2328.005722,2379.641392,2168.426953,2276.708382,2270.174945,2210.406558,2189.059166,2224.075604,2226.857715,2265.092298,2222.878869,2352.807309,2350.772819,2421.319311,2209.541419,2377.300248,2339.312202,2262.573798,2313.970813,2391.689178,2250.973964,2290.613656,2301.677002,2202.185072,2218.226744,2194.063487,2335.048537,2349.475334,2246.186613,2336.548417,2346.098778,2322.633631,2346.003413,2285.973745,2252.673758,2219.607244,2371.90194,2242.940419,2178.937762,2184.881828,2280.158834,2229.200527,2190.777655,2323.647865,2278.300637,2274.557075,2346.115268,2404.655019
