day,hour,demand,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,demand_15,demand_16,demand_17,demand_18,demand_19,demand_20,demand_21,demand_22,demand_23,demand_24,demand_25,demand_26,demand_27,demand_28,demand_29,demand_30,demand_31,demand_32,demand_33,demand_34,demand_35,demand_36,demand_37,demand_38,demand_39,demand_40,demand_41,demand_42,demand_43,demand_44,demand_45,demand_46,demand_47,demand_48,demand_49,demand_50,demand_51,demand_52,demand_53,demand_54,demand_55,demand_56,demand_57,demand_58,demand_59,demand_60,demand_61,demand_62,demand_63,demand_64,demand_65,demand_66,demand_67,demand_68,demand_69,demand_70,demand_71,demand_72,demand_73,demand_74,demand_75,demand_76,demand_77,demand_78,demand_79,demand_80,demand_81,demand_82,demand_83,demand_84,demand_85,demand_86,demand_87,demand_88,demand_89,demand_90,demand_91,demand_92,demand_93,demand_94,demand_95,demand_96,demand_97,demand_98,demand_99,demand_100
1,1,1555,1496.139905,1516.576157,1504.608378,1493.342007,1621.290044,1540.002305,1638.068122,1496.75818,1483.138209,1631.379086,1672.325483,1606.105384,1489.469565,1648.902685,1472.888928,1485.120879,1530.061544,1516.443608,1691.632242,1531.503816,1604.27716,1593.386581,1479.763252,1626.95708,1509.505012,1569.473574,1594.401696,1610.420643,1478.474268,1523.517715,1568.864858,1586.768887,1562.246034,1439.64397,1609.789963,1570.238774,1624.438519,1530.837841,1463.348489,1608.988095,1541.463877,1493.614078,1564.121991,1611.85477,1541.728384,1499.385419,1473.641103,1521.835966,1362.939915,1499.837142,1586.852891,1515.633634,1481.512058,1622.076159,1501.099707,1592.871056,1770.152879,1457.299123,1507.166367,1477.226953,1579.253527,1592.019574,1583.482524,1589.902049,1468.100127,1524.042713,1449.63828,1544.019755,1677.357705,1526.140305,1562.166683,1506.569457,1554.071648,1628.319617,1637.034975,1425.100841,1651.761714,1569.854078,1451.879896,1572.537568,1672.401552,1441.842116,1495.379092,1556.73761,1499.726856,1470.15702,1538.348502,1527.400304,1707.966672,1708.228103,1605.535691,1545.577299,1714.545851,1634.940203,1734.732797,1629.864693,1366.656622,1499.475002,1591.174289,1626.540303
1,2,1473,1539.918672,1423.211095,1465.153665,1607.298758,1511.822157,1540.11943,1468.587582,1499.817501,1517.422407,1426.197744,1477.298685,1380.481229,1441.301554,1456.62808,1630.048371,1448.68536,1554.910579,1605.046289,1494.441692,1455.45377,1459.94337,1438.282854,1428.86921,1377.921967,1454.994669,1574.518382,1550.078504,1381.644752,1486.347782,1383.977653,1587.76705,1544.87055,1604.636409,1394.095945,1350.502243,1373.587133,1500.18598,1660.608789,1530.672879,1565.86164,1490.428867,1468.296582,1540.528144,1483.571495,1482.698365,1584.336352,1572.028959,1511.646108,1533.200641,1321.978034,1520.262507,1556.203757,1451.024986,1411.176966,1441.161024,1460.310989,1375.769258,1413.669362,1310.745042,1427.081763,1472.311472,1512.026687,1394.510722,1426.036939,1445.262447,1404.605372,1462.827404,1270.381636,1551.888608,1509.124631,1676.459051,1448.486094,1512.979039,1526.173767,1430.412966,1324.402062,1549.992867,1527.363543,1514.374684,1429.910514,1412.38994,1336.185714,1359.756689,1395.577254,1599.096317,1325.133838,1416.634851,1443.742502,1507.601223,1408.391267,1543.124847,1666.3961,1511.923245,1470.93411,1518.611655,1549.809949,1470.450843,1438.121897,1372.822051,1412.90104
1,3,1463,1470.472929,1452.351178,1380.228447,1565.837391,1460.85364,1393.697341,1446.534555,1364.599901,1439.301062,1373.93284,1482.015258,1539.01027,1450.294931,1595.86336,1522.414025,1373.269929,1500.461998,1497.160066,1580.040819,1311.391884,1392.948097,1514.435724,1406.483093,1482.72868,1443.422248,1497.470906,1457.733793,1387.709703,1552.377696,1476.229819,1504.37419,1455.899985,1407.325749,1447.034665,1415.515079,1463.034801,1460.710942,1594.565863,1461.036032,1398.975567,1347.933406,1420.87466,1460.709217,1536.763633,1429.470272,1447.984625,1457.228037,1411.358677,1372.122214,1465.64168,1499.924996,1493.094917,1356.546735,1513.100129,1342.816952,1424.776306,1465.204003,1380.685474,1354.967326,1460.49003,1467.132517,1439.385452,1390.150797,1539.999152,1502.113106,1413.356269,1558.21292,1407.711332,1377.245481,1559.090368,1475.981499,1413.802473,1481.15809,1508.172631,1502.172836,1533.762269,1363.243888,1489.252102,1446.206424,1543.444247,1538.564309,1408.276857,1421.007785,1546.853701,1475.306311,1520.781926,1467.020961,1498.425515,1616.821256,1523.720642,1511.426718,1560.972289,1517.781018,1551.617255,1385.68601,1442.818182,1387.948186,1440.119855,1475.984167,1561.715118
1,4,1503,1578.371441,1533.437847,1499.813353,1438.383775,1427.456621,1546.854377,1520.265377,1426.355175,1504.929407,1407.042346,1492.619097,1622.28303,1539.17743,1522.918373,1402.107337,1572.447978,1493.931681,1672.460487,1600.738609,1371.311561,1465.504876,1438.373123,1462.971894,1488.761657,1344.91779,1512.811813,1504.52244,1640.480429,1476.537133,1541.702759,1472.466521,1527.122807,1615.704513,1506.308115,1481.207391,1517.263004,1534.093394,1424.157461,1661.946303,1490.458984,1452.844609,1526.691457,1523.43006,1529.038638,1624.277337,1578.850612,1440.370603,1414.970013,1549.38882,1602.53657,1473.58529,1656.725465,1552.919503,1610.473898,1495.168063,1455.750008,1657.094776,1564.293288,1436.475097,1680.270091,1527.522567,1481.251009,1460.303333,1455.132952,1491.103313,1600.1216,1566.69686,1364.476653,1615.087199,1430.352256,1571.26471,1520.300986,1548.125392,1544.564254,1538.924785,1541.571392,1385.054594,1505.353384,1407.477199,1500.864115,1514.047178,1365.660343,1602.336527,1501.918861,1599.767455,1697.098098,1415.977901,1500.323107,1555.436372,1519.009516,1510.402122,1566.737697,1593.402044,1596.17022,1437.070833,1511.66491,1443.956538,1570.021405,1459.52102,1573.665628
1,5,1642,1655.683795,1590.249222,1729.147083,1699.446536,1602.155857,1694.801896,1549.27958,1657.636797,1700.12425,1732.615157,1691.653844,1648.694626,1620.565034,1654.47557,1687.128054,1730.281453,1495.16764,1625.727885,1614.953644,1533.473551,1569.883443,1597.864428,1618.865193,1759.882333,1496.979472,1635.404021,1554.599201,1696.464563,1684.620453,1611.35033,1588.991946,1704.566992,1688.90216,1586.216265,1556.830268,1745.370195,1559.245553,1583.255878,1637.036405,1742.308866,1713.113651,1651.995522,1539.942083,1551.567282,1758.529899,1699.501952,1656.126387,1777.880985,1651.952359,1533.585624,1602.149247,1665.618757,1677.227203,1591.41101,1643.480304,1558.754136,1614.607183,1664.340573,1597.350712,1710.01245,1603.432613,1621.496363,1555.20115,1605.16458,1596.797475,1564.871149,1787.09507,1756.86821,1594.122441,1500.359478,1645.258666,1608.53237,1667.421495,1660.539333,1598.490833,1838.256237,1485.781053,1566.107659,1745.429518,1754.375545,1626.693261,1538.126791,1589.229226,1565.935071,1588.316688,1677.884811,1625.297249,1653.124027,1717.673455,1743.716822,1740.8549,1655.302401,1647.221556,1812.548704,1714.866392,1670.915684,1858.856338,1700.011125,1536.730628,1713.759614
1,6,1850,1749.199835,1836.652199,1831.7641,1849.8592,1818.246784,1836.040972,1864.010199,1824.522368,1795.538044,1871.951412,1730.416171,1886.191332,1914.435473,1895.662035,1954.309115,1620.057231,1825.662777,1868.029298,1887.754035,1654.590437,1781.925317,2017.213734,1775.867619,1848.410896,1795.442516,1911.259462,1986.605869,1903.801937,1861.411125,1759.062442,1874.024461,1897.223563,1741.605083,1727.799497,1786.549308,1881.038153,1882.736381,1827.626683,1823.816255,1884.16209,1902.947702,1824.281891,1875.445434,1666.781332,1847.066965,1998.072926,1851.120168,1883.996129,1630.947617,1766.434967,1947.870812,1917.600464,1779.035103,1760.261737,1976.71541,1879.131983,1775.523156,1768.575991,1863.650708,1878.59635,1856.025973,1845.242762,1926.171613,1835.211042,1829.025204,1886.54825,1788.727785,1878.096625,1851.061188,1837.450748,1953.257209,1843.459143,1867.933628,1873.17953,1877.367478,1735.335969,1929.772621,1760.443833,1773.0439,1859.692897,1933.032754,1833.155881,1695.75523,1837.849955,1908.825254,1937.888259,1947.785147,1796.310412,1900.495716,1937.27502,2031.971364,1865.641553,1782.59449,1708.409721,1907.388912,1740.846842,2003.036071,1944.989464,1736.517691,1965.435607
1,7,2051,2039.006779,1951.430915,1991.159612,1995.324233,1952.429299,2105.478017,2020.263732,2059.539927,1947.027099,1989.186014,2056.39129,2026.237854,1977.733182,2205.691184,1981.253136,2005.461226,1958.094903,2071.344415,2084.675125,1782.176366,2025.405889,1900.20152,2004.135807,2007.609744,2075.00599,2044.738962,2251.637268,2255.15294,2119.23649,2071.081387,2090.624957,2092.262377,1809.271779,2143.138996,2062.820537,2046.392882,1878.721042,2092.480611,2181.476729,1938.691705,1993.342727,2183.871321,2025.676877,1948.586097,2034.860341,2207.519478,1934.413609,1887.788054,1975.498227,2053.235451,1942.519585,2017.198872,2071.524077,2098.096408,2155.029706,1918.188378,1951.780247,2054.623883,1974.576524,2001.959298,1997.861741,2164.289241,1967.195348,2141.224864,2196.415506,1945.737301,1946.464819,2093.261665,2081.88642,2048.523243,1943.644272,1907.250652,2130.67415,1914.539957,2134.228974,1930.837787,1924.275774,2119.060628,2201.063906,2237.525645,2014.876537,2100.69556,2227.181397,2025.601402,2142.913035,1926.580973,2028.021148,2202.210348,2011.831481,1887.97349,1939.291549,2025.008656,2016.970102,1835.523646,2018.782807,1906.762745,2002.059631,1955.495032,2106.293014,2000.323359
1,8,2129,2054.366185,2241.897364,2008.439307,2224.579818,1914.144515,1989.687021,2160.613694,2092.299883,2161.146117,2120.087407,2028.942127,2024.209488,2110.399495,2078.989636,2289.084322,2066.165304,1902.634073,1879.512496,2124.912539,2110.485421,2288.393895,2206.193959,2137.391666,2141.395889,2049.877949,2296.237731,2059.892192,2269.828142,2100.842361,2071.22673,2124.227922,2007.141912,2115.568541,2255.588568,2144.863303,2016.498815,2184.2731,2065.753026,2224.94287,1920.053131,2160.857212,2130.618989,2248.778198,2208.464621,2098.172245,2250.661072,2020.920339,2061.37276,2347.713881,2046.883955,2193.44651,2078.659125,2218.169027,2096.273437,2211.294654,2143.721862,2167.439162,2023.49043,2088.088775,2082.037371,2104.295855,2210.474675,1959.021394,2175.532652,1939.672213,1983.010001,1977.38987,1997.291835,2116.393474,2119.983821,2179.130397,2172.601245,2017.350434,2127.142718,2107.102038,2129.207368,2115.710369,2074.184621,2020.684354,2196.577184,2137.850805,2114.299308,2213.210967,2110.192247,2188.763169,1969.636161,1948.158828,2110.069183,2311.708061,1952.261539,2027.280469,2037.128406,1864.493026,2264.550431,2204.427988,2319.480877,2243.357667,2135.189832,2187.250775,2058.66596
1,9,2205,2112.761912,2113.042373,2125.992476,2122.787769,2461.386354,2338.700261,2214.260099,2118.244144,2229.585562,2238.502204,2197.864708,1996.012492,2127.217908,2243.18036,2098.559736,2260.218321,2175.195768,1985.164664,2445.525851,2384.457956,2182.096691,2251.948757,2133.939888,2162.94404,2301.375104,2241.398473,2398.003565,2273.961053,2244.442659,2251.108045,2216.648403,2269.527462,2276.887217,2209.253266,2254.002776,2338.139087,2294.891972,2319.664704,2098.848,2132.567368,2269.546566,2267.130136,2357.384243,2215.18503,2078.731358,2258.54767,2243.478465,2214.773351,2358.827302,2104.759177,2252.129825,2213.419779,2061.402537,2143.26769,2117.051461,2239.417773,2341.580473,2243.046599,2237.284327,2099.653937,2161.834829,2007.207066,2228.768096,2179.23291,2057.946861,2227.828228,2211.476964,2196.692204,2041.87844,2177.922826,2196.170339,2206.127594,2164.161138,2180.915899,2132.371288,2222.019516,2183.965282,2210.272366,2312.970951,2269.694747,2128.556027,2243.35209,2253.696389,2198.305138,2070.243525,2227.600812,2202.030791,2175.491569,2369.488022,2182.950628,2315.5718,2054.82828,2417.927166,2217.553118,2111.96275,2276.245072,2442.249981,2064.508542,2251.886296,2077.234056
1,10,2284,2468.53476,2127.319992,2416.423607,2134.277844,2237.071444,2218.291193,2061.437113,2341.138217,2428.33044,2366.026256,2299.1616,2112.680964,2285.367682,2300.340014,2141.184,2377.389983,2151.802874,2363.732513,2542.492974,2327.250109,2266.003958,2241.730544,2399.325129,2229.646689,2221.874045,2385.528673,2352.295432,2301.8423,2367.835058,2256.564127,1996.852242,2276.957567,2277.342233,2482.948259,2290.892651,2284.519985,2291.079849,2200.106723,2259.009694,2173.779207,1998.168667,2342.53369,2286.545978,2322.430081,2184.436003,2145.845196,2290.824976,2339.352287,2307.646692,2501.448961,2404.548684,2168.495848,2210.856664,2147.202978,2031.500972,2238.227812,2408.176554,2252.549562,2235.740867,2180.803315,2224.713363,2366.665854,2316.552089,2436.898504,2082.523153,2398.585717,2170.186583,2471.904339,2346.730499,2244.243864,2317.914481,2291.213641,2319.377946,2268.915696,2148.494115,2431.56686,2291.288943,2401.47126,2544.986328,2616.106091,2349.976583,2470.262865,2220.428359,2204.145437,2316.197851,2130.638297,2319.725942,2232.711312,2300.571613,2340.73889,2443.384469,2211.505757,2211.426285,2156.182566,2347.021479,2349.925202,2413.388037,2296.660709,2121.68152,2422.759319
